Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Tamil Nadu Startup and Innovation Mission,Employment,991,4,5,1,2,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Above 60,Male,Student,Postgraduate,Lower-Middle,Rural,1,3,3,2023-03-05 13:08:09.062,In-person
Ennum Ezhuthum,Employment,4570,3,1,3,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Other,Homemaker,High School,Upper-Middle,Rural,5,2,3,2023-10-14 13:08:09.062,Phone
Transgender Welfare Board,Infrastructure,2133,2,3,4,3,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Female,Homemaker,Primary School,Upper-Middle,Urban,3,3,5,2023-02-25 13:08:09.062,In-person
Uzhavar Naal Scheme,Employment,1464,2,4,4,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,31-45,Male,Unemployed,Graduate,Lower-Middle,Rural,2,1,1,2023-01-14 13:08:09.062,Phone
Amma Unavagam Scheme,Employment,228,1,5,4,2,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,18-30,Male,Student,Primary School,Middle,Rural,1,5,4,2022-12-13 13:08:09.062,In-person
Naan Mudhalvan Scheme,Education,1114,2,4,1,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Under 18,Male,Unemployed,Primary School,Upper-Middle,Rural,1,4,3,2022-12-22 13:08:09.062,In-person
Climate Resilient Agriculture Scheme,Health,1899,2,2,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Under 18,Other,Unemployed,Doctorate,Low,Urban,5,4,4,2023-11-22 13:08:09.062,Online
Pensión de Viudedad,Education,4712,3,5,4,2,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,46-60,Other,Homemaker,Graduate,High,Urban,4,3,2,2023-03-01 13:08:09.062,Online
Free Sanitary Napkin Scheme,Employment,1618,3,1,4,1,This initiative has boosted employment prospects for many in our community.,Salem,18-30,Female,Service,Doctorate,High,Rural,4,2,2,2023-10-29 13:08:09.062,In-person
Organic Farming Mission,Education,4281,4,4,2,3,"Overall satisfied, but improvements can be made in ease of access.",Salem,46-60,Female,Unemployed,High School,Low,Urban,3,3,2,2023-02-21 13:08:09.062,Online
Ennum Ezhuthum,Infrastructure,1298,1,2,3,3,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,31-45,Other,Unemployed,Primary School,High,Urban,2,1,3,2023-02-16 13:08:09.062,Online
Climate Resilient Agriculture Scheme,Education,3973,2,5,5,5,This initiative has boosted employment prospects for many in our community.,Salem,18-30,Other,Homemaker,Postgraduate,Middle,Rural,4,2,4,2023-11-29 13:08:09.062,Online
Ennum Ezhuthum,Employment,2574,4,2,5,2,The scheme has positively impacted education opportunities for children.,Madurai,Above 60,Other,Student,Doctorate,Lower-Middle,Urban,4,5,1,2023-07-12 13:08:09.062,In-person
Organic Farming Mission,Education,3585,1,1,5,2,This initiative has boosted employment prospects for many in our community.,Madurai,18-30,Other,Homemaker,High School,High,Urban,4,1,5,2023-01-17 13:08:09.062,In-person
Tamil Nadu Startup and Innovation Mission,Education,4149,2,5,1,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Above 60,Female,Unemployed,Postgraduate,Upper-Middle,Rural,1,5,4,2023-07-11 13:08:09.062,Phone
Green Tamil Nadu Mission,Infrastructure,3819,2,2,1,5,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Other,Unemployed,High School,Upper-Middle,Urban,4,2,5,2023-05-01 13:08:09.062,Online
Ennum Ezhuthum,Employment,402,3,3,2,2,The scheme has significantly improved healthcare access in our area.,Salem,Under 18,Male,Business,Doctorate,Middle,Urban,5,5,4,2023-11-05 13:08:09.062,In-person
Transgender Welfare Board,Infrastructure,4052,5,5,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,18-30,Other,Service,Graduate,Upper-Middle,Urban,3,1,3,2023-09-16 13:08:09.062,Phone
Makkalai Thedi Maruthuvam,Employment,4783,1,5,4,2,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Above 60,Female,Homemaker,Postgraduate,Upper-Middle,Rural,4,1,1,2023-06-14 13:08:09.062,In-person
Makkalai Thedi Maruthuvam,Health,1086,2,5,3,5,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Female,Business,Primary School,Low,Rural,2,3,3,2023-09-19 13:08:09.062,Online
Climate Resilient Agriculture Scheme,Education,1963,1,5,3,4,The scheme has positively impacted education opportunities for children.,Coimbatore,46-60,Male,Business,Primary School,Low,Rural,1,2,2,2023-07-08 13:08:09.062,In-person
Kalaignar's Wage Protection Scheme,Education,4540,4,3,3,3,The scheme has significantly improved healthcare access in our area.,Chennai,31-45,Other,Service,High School,Low,Rural,5,4,1,2023-05-16 13:08:09.062,In-person
Nehru Trophy for Excellence in School Education,Health,3172,4,1,3,2,The scheme has significantly improved healthcare access in our area.,Chennai,31-45,Male,Student,Graduate,Middle,Rural,3,4,4,2023-12-08 13:08:09.062,Phone
Pensión de Viudedad,Employment,3224,5,3,5,3,The scheme has positively impacted education opportunities for children.,Coimbatore,46-60,Other,Student,Doctorate,Low,Urban,1,5,3,2023-03-21 13:08:09.062,Phone
Uzhavar Naal Scheme,Employment,1427,2,3,5,1,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,18-30,Other,Unemployed,Doctorate,Middle,Rural,5,4,5,2022-12-24 13:08:09.062,Phone
Free DTH Scheme,Infrastructure,2508,3,2,4,3,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Other,Service,Doctorate,High,Rural,1,4,3,2023-02-28 13:08:09.062,Online
Pensión de Viudedad,Employment,3773,2,4,2,2,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,18-30,Other,Service,High School,Lower-Middle,Rural,3,1,3,2023-04-19 13:08:09.062,Phone
Kalaignar's Wage Protection Scheme,Education,3391,1,4,1,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,46-60,Male,Business,High School,Low,Urban,3,1,4,2023-01-27 13:08:09.062,Phone
Free DTH Scheme,Health,4133,4,2,1,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Above 60,Other,Homemaker,Graduate,Middle,Rural,4,1,4,2023-08-03 13:08:09.062,Phone
Organic Farming Mission,Infrastructure,803,1,3,5,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Under 18,Male,Homemaker,Postgraduate,Middle,Rural,2,4,2,2023-10-11 13:08:09.062,Online
Climate Resilient Agriculture Scheme,Health,674,5,2,3,4,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Under 18,Female,Student,Graduate,Lower-Middle,Rural,4,5,1,2023-09-22 13:08:09.062,Online
Free Sanitary Napkin Scheme,Infrastructure,3332,4,5,4,4,"Overall satisfied, but improvements can be made in ease of access.",Chennai,46-60,Male,Business,Postgraduate,Lower-Middle,Urban,1,2,3,2023-11-30 13:08:09.062,In-person
Free DTH Scheme,Employment,4883,3,2,2,1,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,18-30,Male,Homemaker,Postgraduate,High,Rural,4,3,5,2023-05-13 13:08:09.062,In-person
Free DTH Scheme,Health,2732,4,2,5,2,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,46-60,Female,Service,Primary School,Lower-Middle,Urban,3,5,4,2023-11-10 13:08:09.062,Phone
Free Sanitary Napkin Scheme,Health,3928,2,5,4,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,18-30,Female,Unemployed,High School,Upper-Middle,Rural,3,1,4,2023-10-22 13:08:09.062,Phone
Free Laptop Scheme for College Students,Infrastructure,3330,2,4,4,1,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Other,Business,Postgraduate,Lower-Middle,Urban,3,5,2,2023-10-09 13:08:09.062,Phone
Free Sanitary Napkin Scheme,Infrastructure,588,4,5,5,3,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Under 18,Male,Unemployed,Postgraduate,High,Urban,4,2,1,2023-11-12 13:08:09.062,Online
Pensión de Viudedad,Education,1447,5,1,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,46-60,Male,Unemployed,Doctorate,Middle,Rural,5,1,2,2023-09-30 13:08:09.062,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Health,3781,2,2,3,3,This initiative has boosted employment prospects for many in our community.,Madurai,18-30,Other,Unemployed,Postgraduate,Lower-Middle,Rural,4,2,4,2023-04-06 13:08:09.062,In-person
Free DTH Scheme,Education,3273,2,2,4,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Female,Homemaker,Doctorate,High,Urban,4,3,5,2023-12-01 13:08:09.062,Phone
Makkalai Thedi Maruthuvam,Health,4689,3,4,2,3,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Under 18,Male,Business,Doctorate,Lower-Middle,Urban,4,5,2,2023-10-13 13:08:09.062,In-person
Tamil Nadu Startup and Innovation Mission,Education,1767,4,3,4,3,The scheme has positively impacted education opportunities for children.,Madurai,18-30,Other,Service,Doctorate,High,Rural,4,3,3,2023-04-23 13:08:09.062,In-person
Green Tamil Nadu Mission,Employment,1737,2,5,1,2,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Female,Service,Doctorate,High,Urban,3,4,4,2023-08-27 13:08:09.062,In-person
Pensión de Viudedad,Health,4214,5,3,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Under 18,Female,Service,Postgraduate,High,Urban,2,5,4,2023-02-19 13:08:09.062,Phone
Naan Mudhalvan Scheme,Employment,3653,1,1,5,4,The scheme has significantly improved healthcare access in our area.,Madurai,Above 60,Male,Student,High School,Lower-Middle,Rural,4,4,2,2023-06-22 13:08:09.062,Phone
Kalaignar's Comprehensive Health Insurance Scheme,Employment,1100,4,5,1,4,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Male,Business,Doctorate,Low,Urban,4,2,5,2023-03-08 13:08:09.062,In-person
Free DTH Scheme,Health,950,3,1,5,5,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Under 18,Other,Service,Postgraduate,Upper-Middle,Rural,2,4,2,2023-02-23 13:08:09.062,Phone
Transgender Welfare Board,Education,1488,2,1,2,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Above 60,Female,Service,High School,Lower-Middle,Rural,4,2,5,2023-09-15 13:08:09.062,Online
Climate Resilient Agriculture Scheme,Education,3812,5,1,3,3,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Female,Business,High School,Low,Urban,2,3,4,2023-10-25 13:08:09.063,Phone
Free Sanitary Napkin Scheme,Education,1467,4,5,2,2,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,18-30,Female,Student,Doctorate,Upper-Middle,Urban,3,1,2,2023-07-08 13:08:09.063,Phone
Free DTH Scheme,Education,921,5,5,1,5,The scheme has positively impacted education opportunities for children.,Chennai,Above 60,Female,Homemaker,Doctorate,Low,Urban,5,3,1,2023-08-06 13:08:09.063,Online
Kalaignar's Wage Protection Scheme,Education,554,5,4,3,4,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Other,Unemployed,Postgraduate,Upper-Middle,Urban,4,4,2,2023-06-12 13:08:09.063,Online
Free DTH Scheme,Infrastructure,1724,3,2,4,5,This initiative has boosted employment prospects for many in our community.,Madurai,46-60,Female,Business,High School,Middle,Rural,5,2,2,2023-08-11 13:08:09.063,In-person
Green Tamil Nadu Mission,Infrastructure,2872,4,3,1,2,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Under 18,Other,Business,Doctorate,Middle,Rural,4,4,1,2023-08-01 13:08:09.063,Phone
Green Tamil Nadu Mission,Employment,3826,2,3,3,5,The scheme has significantly improved healthcare access in our area.,Coimbatore,31-45,Male,Student,Doctorate,Upper-Middle,Urban,1,1,1,2023-03-28 13:08:09.063,Online
Nehru Trophy for Excellence in School Education,Health,3247,3,1,5,4,The scheme has positively impacted education opportunities for children.,Madurai,Under 18,Female,Homemaker,Primary School,Middle,Rural,1,5,3,2023-07-06 13:08:09.063,Phone
Transgender Welfare Board,Infrastructure,4189,2,5,3,1,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,31-45,Female,Business,Primary School,Low,Urban,3,5,1,2023-01-02 13:08:09.063,In-person
Uzhavar Naal Scheme,Employment,4906,1,5,5,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Male,Unemployed,Postgraduate,Middle,Urban,5,5,5,2022-12-19 13:08:09.063,Phone
Green Tamil Nadu Mission,Health,2290,5,1,5,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Above 60,Male,Business,Graduate,Low,Rural,5,4,3,2023-02-22 13:08:09.063,Online
Pensión de Viudedad,Infrastructure,1016,1,2,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,31-45,Male,Student,Primary School,Lower-Middle,Rural,2,5,5,2023-09-29 13:08:09.063,Online
Uzhavar Naal Scheme,Employment,4086,5,3,2,5,The scheme has positively impacted education opportunities for children.,Coimbatore,Above 60,Other,Business,Doctorate,Upper-Middle,Urban,2,2,3,2023-06-17 13:08:09.063,In-person
Transgender Welfare Board,Education,2975,3,4,2,2,"Overall satisfied, but improvements can be made in ease of access.",Chennai,46-60,Male,Student,Primary School,Lower-Middle,Urban,4,1,3,2023-07-24 13:08:09.063,Online
Kalaignar's Comprehensive Health Insurance Scheme,Employment,1540,2,2,5,4,The scheme has significantly improved healthcare access in our area.,Coimbatore,Under 18,Female,Business,High School,Lower-Middle,Urban,2,3,5,2023-12-10 13:08:09.063,In-person
Free Laptop Scheme for College Students,Infrastructure,4500,2,5,1,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,18-30,Other,Business,Graduate,Lower-Middle,Urban,2,2,4,2023-01-12 13:08:09.063,In-person
Amma Unavagam Scheme,Education,835,3,1,3,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,31-45,Male,Student,Doctorate,Middle,Rural,5,1,4,2023-06-15 13:08:09.063,Online
Free Laptop Scheme for College Students,Infrastructure,3668,4,3,1,1,This initiative has boosted employment prospects for many in our community.,Salem,18-30,Female,Unemployed,Primary School,Low,Urban,1,3,2,2023-01-12 13:08:09.063,Phone
Organic Farming Mission,Health,3438,1,1,2,4,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,18-30,Other,Service,High School,High,Rural,5,5,4,2023-05-31 13:08:09.063,In-person
Amma Free Clinics,Health,3115,1,5,1,3,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Female,Student,Primary School,Middle,Rural,2,3,2,2023-12-11 13:08:09.063,Phone
Ennum Ezhuthum,Education,2989,2,1,4,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Male,Student,High School,Lower-Middle,Rural,4,4,4,2022-12-18 13:08:09.063,In-person
Transgender Welfare Board,Health,1061,2,3,4,1,The scheme has significantly improved healthcare access in our area.,Madurai,46-60,Female,Unemployed,Primary School,Lower-Middle,Urban,1,4,2,2023-06-28 13:08:09.063,Online
Naan Mudhalvan Scheme,Health,3089,2,1,2,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,31-45,Male,Homemaker,Graduate,Middle,Urban,2,5,2,2023-12-08 13:08:09.063,Phone
Free Sanitary Napkin Scheme,Employment,3948,3,3,1,1,The scheme has positively impacted education opportunities for children.,Chennai,Under 18,Male,Unemployed,Postgraduate,Lower-Middle,Rural,2,5,1,2023-04-12 13:08:09.063,In-person
Transgender Welfare Board,Health,1126,4,1,3,5,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Under 18,Other,Business,Graduate,Low,Rural,4,2,2,2023-06-05 13:08:09.063,Online
Naan Mudhalvan Scheme,Health,3965,1,1,2,2,The scheme has positively impacted education opportunities for children.,Coimbatore,31-45,Other,Unemployed,Postgraduate,Upper-Middle,Urban,4,2,5,2023-06-24 13:08:09.063,In-person
Amma Unavagam Scheme,Infrastructure,2963,5,3,4,3,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Under 18,Female,Business,Graduate,Middle,Urban,2,4,5,2023-11-09 13:08:09.063,Online
Nehru Trophy for Excellence in School Education,Education,2601,3,1,2,2,This initiative has boosted employment prospects for many in our community.,Coimbatore,46-60,Female,Student,Postgraduate,Middle,Rural,2,1,2,2023-02-07 13:08:09.063,Phone
Tamil Nadu Startup and Innovation Mission,Health,2047,1,2,1,4,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Other,Homemaker,Graduate,Lower-Middle,Urban,5,2,5,2023-02-09 13:08:09.063,In-person
