Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Midday Meal Scheme,Employment,2237,2,5,2,3,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,18-30,Female,Homemaker,High School,Low,Urban,5,3,2,2023-11-30 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3516,2,2,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Female,Student,High School,Middle,Rural,2,1,4,2023-05-15 12:09:14.601,Phone
Midday Meal Scheme,Employment,4545,5,3,2,1,The scheme has positively impacted education opportunities for children.,Chennai,Under 18,Other,Service,Graduate,Low,Rural,5,2,4,2023-03-28 12:09:14.601,In-person
Midday Meal Scheme,Health,3630,1,5,4,2,The scheme has significantly improved healthcare access in our area.,Madurai,31-45,Female,Student,Primary School,Middle,Rural,1,5,3,2023-08-14 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1386,3,4,4,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,Above 60,Other,Business,High School,Middle,Urban,3,4,4,2023-03-17 12:09:14.601,Phone
Midday Meal Scheme,Health,3279,1,3,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,18-30,Other,Service,Graduate,Middle,Urban,1,4,3,2023-01-08 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3754,4,3,5,5,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Other,Student,Primary School,Middle,Rural,2,5,3,2023-08-10 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2459,1,4,2,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Above 60,Other,Homemaker,Postgraduate,Upper-Middle,Urban,1,3,1,2023-09-22 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,544,2,1,1,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,46-60,Female,Homemaker,Doctorate,Middle,Urban,4,1,5,2023-11-15 12:09:14.601,Phone
Midday Meal Scheme,Health,135,4,2,4,1,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Other,Unemployed,High School,High,Urban,1,1,4,2023-04-21 12:09:14.601,In-person
Midday Meal Scheme,Health,1575,1,5,3,3,This initiative has boosted employment prospects for many in our community.,Tirunelveli,31-45,Male,Service,Graduate,Lower-Middle,Rural,5,1,3,2023-08-06 12:09:14.601,Phone
Midday Meal Scheme,Employment,4057,4,1,5,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,46-60,Male,Business,Doctorate,Low,Urban,3,1,4,2023-05-08 12:09:14.601,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,1898,3,4,4,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,31-45,Female,Homemaker,Primary School,High,Urban,4,3,1,2023-04-13 12:09:14.601,Phone
Midday Meal Scheme,Infrastructure,1945,1,2,2,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Under 18,Female,Unemployed,Primary School,Lower-Middle,Rural,4,5,1,2023-04-04 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1508,2,2,4,3,This initiative has boosted employment prospects for many in our community.,Salem,31-45,Female,Homemaker,Postgraduate,Upper-Middle,Urban,4,5,3,2023-05-05 12:09:14.601,Phone
Midday Meal Scheme,Employment,1808,4,2,4,2,The scheme has significantly improved healthcare access in our area.,Tirunelveli,18-30,Other,Homemaker,High School,Upper-Middle,Urban,2,4,4,2023-11-20 12:09:14.601,Online
Midday Meal Scheme,Employment,3038,5,4,2,1,The scheme has significantly improved healthcare access in our area.,Madurai,18-30,Female,Service,Primary School,High,Urban,2,5,4,2023-06-23 12:09:14.601,Phone
Midday Meal Scheme,Health,1400,4,1,5,2,"Overall satisfied, but improvements can be made in ease of access.",Chennai,46-60,Other,Homemaker,Doctorate,Upper-Middle,Urban,5,1,4,2023-04-30 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1343,5,5,5,5,The scheme has positively impacted education opportunities for children.,Coimbatore,46-60,Male,Homemaker,Primary School,Middle,Urban,3,3,1,2023-01-21 12:09:14.601,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,4076,2,2,3,3,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Under 18,Male,Unemployed,Doctorate,Upper-Middle,Rural,1,2,2,2023-05-14 12:09:14.601,In-person
Midday Meal Scheme,Infrastructure,3197,3,2,3,1,The scheme has significantly improved healthcare access in our area.,Madurai,Above 60,Other,Unemployed,Doctorate,Lower-Middle,Urban,5,2,2,2023-04-24 12:09:14.601,Phone
Midday Meal Scheme,Education,4716,5,1,5,5,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Under 18,Male,Service,High School,Lower-Middle,Rural,2,1,4,2023-03-09 12:09:14.601,In-person
Midday Meal Scheme,Health,109,3,2,5,5,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Female,Homemaker,High School,Middle,Urban,5,4,4,2023-10-31 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2525,4,2,5,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Under 18,Other,Business,Postgraduate,Middle,Rural,3,2,5,2023-11-08 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1760,2,4,5,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Under 18,Female,Business,Primary School,Middle,Urban,5,1,3,2023-07-21 12:09:14.601,Online
Midday Meal Scheme,Health,2731,5,3,4,4,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Above 60,Female,Student,High School,High,Urban,4,3,1,2023-11-25 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,4915,4,1,3,4,The scheme has significantly improved healthcare access in our area.,Madurai,18-30,Male,Unemployed,Graduate,Upper-Middle,Rural,1,2,5,2023-07-10 12:09:14.601,In-person
Midday Meal Scheme,Education,1172,1,1,2,4,This initiative has boosted employment prospects for many in our community.,Tirunelveli,18-30,Other,Service,Postgraduate,Middle,Urban,2,1,4,2023-10-10 12:09:14.601,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3325,4,1,1,3,This initiative has boosted employment prospects for many in our community.,Tirunelveli,18-30,Male,Business,Doctorate,Low,Rural,2,2,2,2023-10-03 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,1416,3,4,2,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,18-30,Male,Homemaker,Graduate,Upper-Middle,Rural,3,3,2,2022-12-21 12:09:14.601,Phone
Midday Meal Scheme,Employment,4245,2,4,1,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,46-60,Female,Unemployed,Postgraduate,Low,Rural,3,5,5,2023-12-05 12:09:14.601,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3783,2,5,4,3,The scheme has significantly improved healthcare access in our area.,Madurai,46-60,Male,Unemployed,High School,Middle,Urban,3,5,2,2023-05-21 12:09:14.601,Phone
Midday Meal Scheme,Education,3373,4,4,3,2,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,46-60,Female,Service,Postgraduate,Low,Rural,2,3,2,2023-11-07 12:09:14.601,In-person
Midday Meal Scheme,Education,245,1,1,1,1,This initiative has boosted employment prospects for many in our community.,Madurai,46-60,Other,Service,Doctorate,Upper-Middle,Urban,4,3,3,2023-11-20 12:09:14.601,In-person
Midday Meal Scheme,Health,3140,3,5,5,5,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,31-45,Other,Business,Doctorate,Upper-Middle,Rural,1,5,4,2022-12-18 12:09:14.601,In-person
Midday Meal Scheme,Infrastructure,1562,4,3,4,1,This initiative has boosted employment prospects for many in our community.,Salem,18-30,Other,Unemployed,Primary School,Middle,Urban,3,3,5,2023-10-17 12:09:14.601,In-person
Midday Meal Scheme,Health,4776,4,2,1,3,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Above 60,Female,Student,Primary School,Upper-Middle,Urban,2,3,1,2023-02-09 12:09:14.601,Online
Midday Meal Scheme,Infrastructure,1684,2,2,5,2,This initiative has boosted employment prospects for many in our community.,Salem,Above 60,Female,Homemaker,High School,High,Urban,4,3,1,2023-10-03 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,582,3,5,4,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Other,Homemaker,Graduate,High,Rural,3,5,4,2023-02-12 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3279,1,3,1,3,"Overall satisfied, but improvements can be made in ease of access.",Salem,Above 60,Other,Service,High School,Lower-Middle,Urban,3,5,1,2023-07-29 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,1349,2,2,5,5,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Female,Unemployed,Graduate,Low,Rural,1,2,2,2023-10-29 12:09:14.601,In-person
Midday Meal Scheme,Infrastructure,4868,4,5,3,4,The scheme has positively impacted education opportunities for children.,Tirunelveli,18-30,Male,Service,Postgraduate,Middle,Rural,1,5,3,2023-01-29 12:09:14.601,Online
Midday Meal Scheme,Health,730,2,4,4,5,The scheme has positively impacted education opportunities for children.,Chennai,Under 18,Male,Student,Doctorate,Low,Rural,5,2,5,2023-04-24 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,761,2,1,1,5,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,31-45,Male,Homemaker,High School,Middle,Urban,3,5,5,2023-09-07 12:09:14.601,Online
Midday Meal Scheme,Education,3603,5,3,5,2,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,46-60,Female,Service,Postgraduate,Upper-Middle,Rural,5,4,2,2023-02-10 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2952,2,2,3,1,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Female,Unemployed,High School,Middle,Urban,2,2,4,2023-02-20 12:09:14.601,In-person
Midday Meal Scheme,Infrastructure,2566,2,1,5,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Other,Student,Primary School,Lower-Middle,Rural,1,3,3,2023-06-07 12:09:14.601,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1087,3,5,3,3,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Under 18,Female,Student,High School,Low,Rural,4,4,1,2023-08-21 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1646,2,2,1,4,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Other,Unemployed,Primary School,High,Rural,3,5,5,2023-10-07 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,749,1,1,5,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,31-45,Female,Unemployed,Primary School,Upper-Middle,Rural,3,5,5,2023-06-19 12:09:14.601,In-person
Midday Meal Scheme,Health,1068,4,4,5,2,"Overall satisfied, but improvements can be made in ease of access.",Salem,31-45,Male,Student,Graduate,Low,Rural,5,4,4,2023-10-01 12:09:14.601,Phone
Midday Meal Scheme,Education,2737,3,3,2,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Above 60,Male,Homemaker,Postgraduate,High,Rural,1,1,3,2023-07-17 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,1200,2,5,4,3,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Male,Homemaker,Doctorate,High,Urban,5,3,1,2023-03-03 12:09:14.601,Online
Midday Meal Scheme,Employment,540,1,2,5,4,This initiative has boosted employment prospects for many in our community.,Tirunelveli,46-60,Female,Service,Postgraduate,Middle,Rural,3,2,5,2023-10-06 12:09:14.601,Phone
Midday Meal Scheme,Education,869,4,4,3,5,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Under 18,Female,Student,High School,Lower-Middle,Urban,1,4,5,2023-12-10 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1443,3,3,4,1,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Female,Unemployed,Doctorate,Upper-Middle,Rural,3,2,1,2023-11-03 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4458,1,3,1,2,The scheme has significantly improved healthcare access in our area.,Coimbatore,18-30,Other,Homemaker,High School,Lower-Middle,Urban,1,5,3,2023-03-09 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3829,2,4,4,2,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Under 18,Other,Unemployed,Doctorate,High,Urban,3,1,3,2023-01-28 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,4006,5,2,2,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Male,Business,Postgraduate,Upper-Middle,Rural,4,1,3,2023-02-03 12:09:14.601,Online
Midday Meal Scheme,Infrastructure,1677,5,3,1,5,The scheme has positively impacted education opportunities for children.,Madurai,18-30,Male,Unemployed,Graduate,High,Rural,5,2,5,2023-04-27 12:09:14.601,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,4108,3,5,5,3,The scheme has significantly improved healthcare access in our area.,Chennai,18-30,Female,Student,Doctorate,High,Urban,1,5,2,2023-01-22 12:09:14.601,Phone
Midday Meal Scheme,Education,3451,1,1,1,5,The scheme has significantly improved healthcare access in our area.,Coimbatore,46-60,Male,Unemployed,Primary School,Low,Rural,5,1,5,2023-11-14 12:09:14.601,Phone
Midday Meal Scheme,Health,4895,4,5,1,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,46-60,Male,Business,High School,Low,Urban,1,3,4,2023-07-24 12:09:14.601,In-person
Midday Meal Scheme,Health,2449,1,3,2,5,This initiative has boosted employment prospects for many in our community.,Madurai,18-30,Female,Student,Graduate,Middle,Rural,1,5,4,2023-07-15 12:09:14.601,Online
Midday Meal Scheme,Health,3702,5,1,3,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,31-45,Other,Homemaker,Graduate,Lower-Middle,Urban,1,4,5,2023-03-31 12:09:14.601,In-person
Midday Meal Scheme,Health,1341,3,4,1,5,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Male,Service,Doctorate,Upper-Middle,Rural,3,4,5,2023-08-14 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,1225,2,1,3,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,18-30,Female,Unemployed,High School,Lower-Middle,Urban,2,4,1,2023-08-19 12:09:14.601,In-person
Midday Meal Scheme,Health,2701,1,1,4,2,This initiative has boosted employment prospects for many in our community.,Salem,31-45,Male,Business,Doctorate,Upper-Middle,Urban,3,3,3,2023-12-11 12:09:14.601,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1290,5,1,2,4,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Female,Service,High School,High,Urban,2,5,1,2023-02-11 12:09:14.601,Phone
Midday Meal Scheme,Education,4231,4,3,5,4,This initiative has boosted employment prospects for many in our community.,Coimbatore,Under 18,Other,Student,Doctorate,Lower-Middle,Rural,3,2,4,2023-10-16 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4939,3,2,1,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Above 60,Male,Homemaker,Graduate,High,Urban,2,2,4,2023-09-01 12:09:14.601,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,4548,2,3,3,3,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Other,Unemployed,Primary School,Upper-Middle,Urban,1,5,2,2023-05-01 12:09:14.601,Phone
